caso_id,tipo,campo,base,nuevo
346_p580,CAMBIO,jueces_conocidos,Rosatti | Rosenkrantz | Maqueda | Lorenzetti,Rosatti | Rosenkrantz | Maqueda | Lorenzetti | Rabbi-Baldi Cabanillas (conjuez)
346_p610,REGRESION,n_jueces,2,1
346_p610,CAMBIO,jueces,Rosatti | Rosenkrantz,Rabbi-Baldi Cabanillas (conjuez)
346_p610,CAMBIO,jueces_conocidos,Rosatti | Rosenkrantz,Rabbi-Baldi Cabanillas (conjuez)
346_p610,LFR_CAMBIO,linea_fin_real,23809,23701
346_p610,CAMBIO,firma_raw,Horacio Rosatti — Carlos Fernando Rosenkrantz — Juan Carlos,Luis Renato Rabbi—Baldi Cabanillas.
347_p1166,MEJORA_JUECES,n_jueces,2,3
347_p1166,CAMBIO,jueces,Maqueda | Lorenzetti,Maqueda | Lorenzetti | Rabbi-Baldi Cabanillas (conjuez)
347_p1166,CAMBIO,jueces_conocidos,Maqueda | Lorenzetti,Maqueda | Lorenzetti | Rabbi-Baldi Cabanillas (conjuez)
347_p1166,LFR_CAMBIO,linea_fin_real,45309,45310
347_p1166,CAMBIO,firma_raw,Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Beatriz Estela,Juan Carlos Maqueda — Ricardo Luis Lorenzetti — Beatriz Estela Aranguren — Luis Renato Rabbi Baldi Cabanillas.
347_p1673,CAMBIO_VP,voting_pattern,segun_su_voto,mixed
347_p1673,MEJORA_JUECES,n_jueces,1,4
347_p1673,CAMBIO,jueces,Morán (conjuez),Pérez Tognola (conjuez) | Morán (conjuez) | Corcuera (conjuez) | Rabbi-Baldi Cabanillas (conjuez)
347_p1673,CAMBIO,jueces_conocidos,Morán (conjuez),Pérez Tognola (conjuez) | Morán (conjuez) | Corcuera (conjuez) | Rabbi-Baldi Cabanillas (conjuez)
347_p843,MEJORA_JUECES,n_jueces,4,5
347_p843,CAMBIO,jueces,Rosatti | Rosenkrantz | Maqueda | Lorenzetti,Rosatti | Rosenkrantz | Maqueda | Lorenzetti | Cossio (conjuez)
347_p843,CAMBIO,jueces_conocidos,Rosatti | Rosenkrantz | Maqueda | Lorenzetti,Rosatti | Rosenkrantz | Maqueda | Lorenzetti | Cossio (conjuez)
347_p863,MEJORA_JUECES,n_jueces,3,4
347_p863,CAMBIO,jueces,Rosatti | Rosenkrantz | Lorenzetti,Rosatti | Rosenkrantz | Lorenzetti | Cossio (conjuez)
347_p863,CAMBIO,jueces_conocidos,Rosatti | Rosenkrantz | Lorenzetti,Rosatti | Rosenkrantz | Lorenzetti | Cossio (conjuez)
348_p1383,MEJORA_JUECES,n_jueces,3,4
348_p1383,CAMBIO,jueces,Rosatti | Rosenkrantz | Tyden de Skanata (conjuez),Rosatti | Rosenkrantz | Corcuera (conjuez) | Tyden de Skanata (conjuez)
348_p1383,CAMBIO,jueces_conocidos,Rosatti | Rosenkrantz | Tyden de Skanata (conjuez),Rosatti | Rosenkrantz | Corcuera (conjuez) | Tyden de Skanata (conjuez)
348_p1675,MEJORA_JUECES,n_jueces,3,4
348_p1675,CAMBIO,jueces,Rosatti | Rosenkrantz | Lorenzetti,Rosatti | Rosenkrantz | Lorenzetti | Andalaf Casiello (conjuez)
348_p1675,CAMBIO,jueces_conocidos,Rosatti | Rosenkrantz | Lorenzetti,Rosatti | Rosenkrantz | Lorenzetti | Andalaf Casiello (conjuez)
348_p1733,MEJORA_JUECES,n_jueces,2,4
348_p1733,CAMBIO,jueces,Rosatti | Alcalá (conjuez),Rosatti | Rabbi-Baldi Cabanillas (conjuez) | Alcalá (conjuez) | Andalaf Casiello (conjuez)
348_p1733,CAMBIO,jueces_conocidos,Rosatti | Alcalá (conjuez),Rosatti | Rabbi-Baldi Cabanillas (conjuez) | Alcalá (conjuez) | Andalaf Casiello (conjuez)
348_p61,MEJORA_JUECES,n_jueces,2,3
348_p61,CAMBIO,jueces,Rosenkrantz | Lorenzetti,Rosenkrantz | Andalaf Casiello (conjuez) | Lorenzetti
348_p61,CAMBIO,jueces_conocidos,Rosenkrantz | Lorenzetti,Rosenkrantz | Andalaf Casiello (conjuez) | Lorenzetti
348_p708,MEJORA,voting_pattern,sin_firma,unanime
348_p708,MEJORA,n_jueces,0,1
348_p708,CAMBIO,jueces,,Rabbi-Baldi Cabanillas (conjuez)
348_p708,CAMBIO,jueces_conocidos,,Rabbi-Baldi Cabanillas (conjuez)
348_p708,CAMBIO,firma_raw,,Luis Renato Rabbi—Baldi Cabanillas.
348_p943,MEJORA_JUECES,n_jueces,4,5
348_p943,CAMBIO,jueces,Rosatti | Rosenkrantz | Lorenzetti | Alcalá (conjuez),Rosatti | Rosenkrantz | Lorenzetti | Alcalá (conjuez) | Andalaf Casiello (conjuez)
348_p943,CAMBIO,jueces_conocidos,Rosatti | Rosenkrantz | Lorenzetti | Alcalá (conjuez),Rosatti | Rosenkrantz | Lorenzetti | Alcalá (conjuez) | Andalaf Casiello (conjuez)
